name,id,width,height,icon_width,icon_height,features,fleaMarket,flea_avg48,flea_ch48percent,prapor,therapist,fence,skier,peacekeeper,mechanic,ragman,jaeger
Factory,574eb85c245977648157eec3,1,1,,,,64999,98989,0,,,,,,,,
Alyonka,57505f6224597709a92585a9,1,1,,,,34545,35027,2.68,,4084,2593,,,,,3889
IceGreen,575062b524597720a31c09a1,1,1,,,,7000,9403,-3.59,,1530,971,,,,,1457
Apple,57513f07245977207e26a311,1,2,,,,7777,9175,-4.45,,2155,1368,,,,,2053
Grand,57513f9324597720a7128161,1,2,,,,8900,9652,4.81,,2149,1364,,,,,2047
Vita,57513fcc24597720a31c09a6,1,2,,,,12000,10907,-1.04,,1134,720,,,,,1080
MaxEnergy,5751435d24597720a27126d1,1,1,,,,12222,14598,2.57,,1848,1173,,,,,1760
TarCola,57514643245977207f2c2d09,1,1,,,,17000,19414,4.53,,2507,1592,,,,,2388
Milk,575146b724597720a27126d5,1,2,,,,8888,15727,9.07,,2994,1901,,,,,2851
Emelya,5751487e245977207e26a315,1,1,,,,13600,13911,-0.97,,187,119,,,,,178
Hot Rod,5751496424597720a27126da,1,1,,,,9999,11506,3.05,,2668,1694,,,,,2541
Bandage,5751a25924597722c463c472,1,1,,,,3231,3681,-6.59,1464,1844,1171,,13,,1815,1756
GoldenStar,5751a89d24597722aa0e8db0,1,1,,,,80000,92945,0.49,14444,18200,11555,,,,,17333
AI-2,5755356824597772cb798962,1,1,,,,3998,4468,-1.42,2600,3276,2080,,,,,3120
Vaseline,5755383e24597772cb798966,1,1,,,,19999,27149,8.97,7422,9351,5937,,,,,8906
Saiga-12ga v.10,576165642459773c7a400233,4,1,,,,37777,79076,-31,8258,,6606,,75,9249,,9910
SOK-12 thr.,576167ab2459773cad038c43,1,1,,,,4444,0,0,,,280,343,3,392,,
Sb.7-1,576169e62459773c69055191,1,1,,,,1000,3000,-40,,,558,684,6,782,,
Sb.5,57616a9e2459773c7a400234,1,2,,,,1950,3333,-8.83,,,677,,8,948,,
Sb.0-2,57616c112459773cce774d66,2,1,,,,1254,0,0,,,478,585,5,669,,
SOK12 AK,57616ca52459773c69055192,2,1,,,,25000,15000,19.56,,,664,,8,930,,
"MP-443 ""Grach""",576a581d2459771e7b1bc4f1,2,1,,,,12000,12730,-6.52,5218,,4174,,47,5844,,
MP-443,576a5ed62459771e9c2096cb,1,1,,,,2000,2999,-0.85,,,614,,7,859,,
MP443,576a63cd2459771e796e0e11,1,1,,,,766,0,0,,,281,344,3,393,,
B-8,576a7c512459771e796e0e17,1,1,,,,4999,6454,-23.79,,,1097,,12,1536,,
PSO-1M2-1,576fd4ec2459777f0b518431,2,1,,,,15000,17393,-3.24,,,7913,9694,90,11079,,
FFWB,577d128124597739d65d0e56,1,1,,,,7800,13510,9.89,,,632,,7,885,,
FF3,577d141e24597739c5255e01,1,1,,,,18888,20515,0.25,8254,,6603,8089,75,9245,,
Paper,577e1c9d2459773cd707c525,2,1,,,,22222,18498,-3.28,1168,1472,934,1145,,,,
Dorm 306,5780cda02459777b272ede61,1,1,,,,9420,8461,0.41,3054,3848,2443,,,,,
Dorm 315,5780cf692459777de4559321,1,1,,,,6999,7520,-4.82,5500,6930,4400,,,,,
Dorm 308,5780cf722459777a5108b9a1,1,1,,,,20000,20410,6.64,1750,2205,1400,,,,,
Dorm mrk.,5780cf7f2459777de4559322,1,1,,,,0,0,0,16839,21217,13471,,,,,
Dorm 214,5780cf942459777df90dcb72,1,1,,,,26500,29003,-1.44,21000,26460,16800,,,,,
Dorm 218,5780cf9e2459777df90dcb73,1,1,,,,5911,7190,-16.13,3828,4823,3062,,,,,
Dorm 220,5780cfa52459777dfb276eb1,1,1,,,,19000,26766,-3.44,5550,6993,4440,,,,,
Director's,5780d0532459777a5108b9a2,1,1,,,,7800,11544,-19.31,5553,6997,4442,,,,,
Gas office,5780d0652459777df90dcb74,1,1,,,,8888,11169,6.44,5877,7405,4702,,,,,
Cabin,5780d07a2459777de4559324,1,1,,,,6000,7380,-13.06,2850,3591,2280,,,,,
"VSS ""Vintorez""",57838ad32459774a17445cd2,2,1,,,,95555,106431,-5.34,27168,,21734,,247,30428,,32601
VSS supp.,57838c962459774a1651ec63,2,1,,,,20500,22762,-7.13,,,9002,11028,102,12603,,
VSS RS,57838e1b2459774a256959b1,1,1,,,,2000,0,0,498,,398,488,5,557,,
6L24,57838f0b2459774a256959b2,1,1,,,,4440,6042,-10.93,,,1854,,21,2596,,
6L25,57838f9f2459774a150289a0,1,2,,,,17000,22003,5.04,,,2399,,27,3359,,
VSS,578395402459774a256959b5,2,1,,,,5000,0,0,,,648,793,7,907,,
VSS Wood,578395e82459774a0e553c7b,2,1,,,,9000,10866,-50.86,,,714,,8,1000,,
Wallet,5783c43d2459774bbe137486,1,1,,,,15000,18042,-12.52,,6641,4216,,,,6536,
PM (t),579204f224597773d619e051,2,1,,,,44999,36666,14.19,4258,,3406,,39,4769,,
Customs,5798a2832459774b53341029,1,1,,,,28000,33098,16.28,,,,,,,,
SP-5,57a0dfb82459774d3078b56c,1,1,,,,305,426,15.22,80,,64,,,89,,
SP-6,57a0e5022459774d1673f889,1,1,,,,,0,,107,,86,,,120,,
B-3,57a3459f245977764a01f703,1,1,,,,11555,17750,-13.88,,,1100,,13,1541,,
Pump Frnt,57a349b2245977762b199ec7,1,1,,,,4000,5463,-22.62,2635,3320,2108,,,,,
SOK12 RS,57a9b9ce2459770ee926038d,1,1,,,,419,0,0,200,,160,196,2,224,,
SpecterDR,57ac965c24597706be5f975c,2,1,,,,38000,43234,-1.1,,,13185,16151,150,18459,,
SpecterDR,57aca93d2459771f2c7e26db,2,1,,,,37000,39406,0.17,,,15200,18620,173,21280,,
043-02,57acb6222459771ec34b5cb0,1,1,,,,19999,16095,28.22,,,2047,,23,2866,,
Baskak,57ade1442459771557167e15,2,1,,,,8000,8267,-19.22,,,2152,,24,3013,,
BRAVO4,57adff4f24597737f373b6e6,2,1,,,,33222,35072,3.81,,,17091,20936,194,23927,,
PK-06,57ae0171245977343c27bfcf,1,1,,,,7999,10400,-11.16,4000,,3200,3920,36,4480,,
OMRG FDE,57af48872459771f0b2ebf11,1,1,,,,14000,15007,2.25,,,1440,1764,16,2016,,
AS VAL,57c44b372459772d2b39b8ce,2,1,,,,139995,157833,1.71,29073,,23258,,264,32562,,
VAL suppressor,57c44dd02459772d2e0ae249,2,1,,,,250000,250000,350,,,9338,11439,106,13073,,
VAL RS,57c44e7b2459772d28133248,1,1,,,,10000,0,0,498,,398,488,5,557,,
VAL,57c44f4f2459772d2c627113,2,1,,,,30000,30000,-10.55,,,639,783,7,895,,
VAL,57c44fa82459772d2d75e415,1,1,,,,12000,12864,34.75,,,597,731,7,836,,
VAL,57c450252459772d28133253,2,1,,,,20000,12274,34.72,,,1244,,14,1742,,
OMRG BLK,57c55efc2459772d2c6271e7,1,1,,,,12333,17701,25.99,,,1440,1764,16,2016,,
OMRG GE,57c55f092459772d291a8463,1,1,,,,9999,11971,-14.87,,,1440,1764,16,2016,,
OMRG GG,57c55f112459772d28133310,1,1,,,,8887,11193,-2.15,,,1440,1764,16,2016,,
OMRG OD,57c55f172459772d27602381,1,1,,,,10000,10355,-14.95,,,1440,1764,16,2016,,
3-24x42 FFP,57c5ac0824597754771e88a9,2,1,,,,22000,29714,0.32,,,16646,20391,189,23304,,
Lobaev 30mm,57c69dd424597774c03b7bbc,2,1,,,,18500,24318,12.45,,,1634,,19,2288,,
P226 FDE,57c9a89124597704ee6faec1,1,1,,,,0,0,0,,,498,611,6,698,,
KATT,57cd379a24597778e7682ecf,1,3,,,,0,0,0,,,6720,,,,,10080
MOE AKM,57cff947245977638e6f2a19,1,1,,,,16000,22040,-9.71,,,6493,7954,74,9091,,
AFG M-LOK,57cffb66245977632f391a99,1,1,,,,22111,29693,3.04,,,2817,3451,32,3944,,
AFG M-LOK,57cffcd624597763133760c5,1,1,,,,14444,20976,-6.2,,,2805,3436,32,3927,,
AFG M-LOK,57cffcdd24597763f5110006,1,1,,,,22221,22633,9.33,,,3193,3912,36,4471,,
AFG M-LOK,57cffce524597763b31685d8,1,1,,,,11999,22156,8.69,,,3170,3883,36,4438,,
MOE AKM,57cffd8224597763b03fc609,1,1,,,,15299,15333,-15.99,,,5554,6803,63,7775,,
MOE AKM,57cffddc24597763133760c6,1,1,,,,14000,14265,0.26,,,5466,6696,62,7652,,
MOE AKM,57cffe0024597763b03fc60b,1,1,,,,10999,14159,-13.43,,,5656,6929,64,7918,,
MOE AKM,57cffe20245977632f391a9d,1,1,,,,15000,19308,8.47,,,5500,6737,62,7700,,
"PP-91 ""Kedr""",57d14d2524597714373db789,3,1,,,,16000,21144,-0.96,9423,,7538,,86,10553,,
PP91,57d14e1724597714010c3f4b,1,1,,,,5555,0,0,,,600,,7,841,,
PP91,57d1519e24597714373db79d,1,2,,,,3098,8704,-6.76,,,1150,,13,1611,,
PP91,57d152ec245977144076ccdf,1,1,,,,14000,14998,45.67,,,527,646,6,738,,
WF501B,57d17c5e2459775a5c57d17d,1,1,,,,6999,9169,-13.26,,,1500,1838,17,2101,,
25mm ring,57d17e212459775a1179a0f5,1,1,,,,3000,3378,-32.23,,,1119,,13,1567,,
NT-4,57da93632459771cb65bf83f,2,1,,,,28000,28721,-0.29,,,19084,23378,217,26718,,
NT-4,57dbb57e2459774673234890,2,1,,,,25999,30185,-0.59,,,18098,22171,206,25338,,
AKS-74U,57dc2fa62459775949412633,3,1,,,,20000,35592,9.5,6821,,5457,,62,7640,,
6P26 0-20,57dc324a24597759501edc20,1,1,,,,20250,20250,0,,,287,352,3,402,,
6P26 Sb.6,57dc32dc245977596d4ef3d3,1,1,,,,8000,7750,134.85,,,279,342,3,390,,
6P26 Sb.7,57dc334d245977597164366f,2,1,,,,10000,11999,-54.52,,,479,587,5,670,,
6P26 Sb.5,57dc347d245977596754e7a1,2,1,,,,1682,0,0,,,617,,7,864,,
A-2607,57e26ea924597715ca604a09,2,1,,,,5000,8798,7.88,,,1436,,,,,2154
A-2607,57e26fc7245977162a14b800,2,1,,,,3333,4862,-26.55,,,2044,,,,,3067
6P4 Sb.9,57e3dba62459770f0c32322b,1,1,,,,800,0,0,,,295,362,3,413,,
PP91 RIS,57ee59b42459771c7b045da5,1,1,,,,20000,15699,21.73,,,1529,,17,2140,,
PSO eyecup,57f3a5ae2459772b0e0bf19e,1,1,,,,20000,0,0,,,110,,,154,,
"PP-91-01 ""Kedr-B""",57f3c6bd24597738e730fa2f,3,1,,,,36000,39806,-44.87,10119,,8095,,92,11333,,
PP9101 thr.,57f3c7e024597738ea4ba286,1,1,,,,10000,13239,14.95,,,2044,2503,23,2861,,
PP9101,57f3c8cc2459773ec4480328,2,1,,,,10000,12203,-10.19,,,5872,7193,67,8221,,
"PP-9 ""Klin""",57f4c844245977379d5c14d1,3,1,,,,14000,17491,0.2,12230,,9784,,111,13697,,
LS321,57fd23e32459772d0805bcf1,1,1,,,,18770,18465,0.67,,,5012,6140,57,7017,,
B-11,57ffa9f4245977728561e844,1,1,,,,7777,9016,-8.96,,,2077,2545,24,2908,,
B-12,57ffaea724597779f52b3a4d,1,1,,,,7450,13517,72.84,,,1381,,16,1933,,
B-18,57ffb0062459777a045af529,1,1,,,,12888,15932,-31.45,,,1319,,15,1846,,
PBS-4,57ffb0e42459777d047111c5,2,1,,,,20000,24642,1.37,,,13196,16165,150,18474,,
MTU002 L,5827272a24597748c74bdeea,2,1,,,,24000,17229,-8.81,,,4098,5020,47,5737,,
MTU002 S,58272b392459774b4c7b3ccd,2,1,,,,9000,13072,-1.87,,,3015,3694,34,4221,,
CSS RSRM,58272b842459774abc128d50,1,1,,,,0,0,0,1200,,960,1176,11,1344,,
GK-02,58272d7f2459774f6311ddfd,1,1,,,,8399,13680,-12.79,,,1618,1982,18,2265,,
AKS-74UN,583990e32459771419544dd2,3,1,,,,18888,29408,3.57,9672,,7738,,88,10833,,
AKS-74UB,5839a40f24597726f856b511,3,1,,,,24998,30081,-12.85,10873,,8698,,99,12177,,
AKS-74UB,5839a7742459773cf9693481,2,1,,,,16666,19449,-8.46,,,1281,1569,15,1793,,
XPS3-0,58491f3324597764bc48fa02,1,1,,,,27999,33299,-1.5,9992,,7994,9792,91,11191,,
XPS3-2,584924ec24597768f12ae244,1,1,,,,24000,32572,-4.14,11509,,9207,11279,105,12890,,
P1x42,584984812459776a704a82a6,1,1,,,,13790,14292,5.25,5500,,4400,5390,50,6160,,
Beta,5857a8b324597729ab0a0e7d,3,2,,,,,0,,,,,,,,,
Gamma,5857a8bc2459772bad15db29,3,3,,,,,0,,,,,,,,,
P226 thr.,587de4282459771bca0ec90b,1,1,,,,9999,0,0,,,624,765,7,874,,
P226 thr. cap,587de5ba2459771c0f1e8a58,1,1,,,,0,0,0,,,160,196,2,224,,
SKS int.,587df3a12459772c28142567,1,1,,,,1300,3000,-58.9,,,640,,7,896,,
SKS-A5,587df583245977373c4f1129,1,2,,,,18000,18348,6.97,,,2278,,26,3190,,
OP-SKS,587e02ff24597743df3deaeb,4,1,,,,34000,56631,7.15,10907,,8725,,99,12215,,
OP-SKS Wood,587e0531245977466077a0f7,4,1,,,,41111,0,0,,,754,,9,1055,,
OPSKS DT,587e08ee245977446b4410cf,1,1,,,,6000,16001,-8.15,,,2406,,27,3369,,
MP153 610mm,588200af24597742fa221dfb,4,1,,,,29999,0,0,,,2872,3518,33,4020,,
MP153 660mm,588200c224597743990da9ed,4,1,,,,0,0,0,,,2871,3517,33,4020,,
MP153 710mm,588200cf2459774414733d55,5,1,,,,0,0,0,,,2992,3665,34,4189,,
Slug,58820d1224597753c90aeb13,1,1,,,,50,58,-7.94,28,,22,,,31,,
MP153x7,5882163224597757561aa920,3,1,,,,0,0,0,,,665,,8,931,,
MP153x6,5882163824597757561aa922,2,1,,,,0,0,0,,,488,,6,683,,
MP153x5,5882163e24597758206fee8c,1,1,,,,0,0,0,,,360,,4,505,,
AFG BLK,588226d124597767ad33f787,1,1,,,,11111,18236,-15.3,,,2621,3211,30,3670,,
AFG FDE,588226dd24597767ad33f789,1,1,,,,15000,13480,0.35,,,2177,2667,25,3048,,
AFG FG,588226e62459776e3e094af7,1,1,,,,13000,13371,-2.32,,,2103,2576,24,2944,,
AFG OD,588226ef24597767af46e39c,1,1,,,,14999,25438,-2.29,,,2530,3099,29,3542,,
PSO,58864a4f2459770fcc257101,1,1,,,,700,0,0,24,,19,,,27,,
LPS,5887431f2459777e1612938f,1,1,,,,319,327,-8.96,86,,68,,,96,,
DVL-10,588892092459774ac91d4b11,2,1,,,,140000,113120,2.65,21487,,17189,,195,24065,,25784
DVL10 500mm,5888945a2459774bf43ba385,3,1,,,,35000,39595,-1.24,,,13868,16989,158,19416,,
DVL10 660mm,5888956924597752983e182d,4,1,,,,800000,0,0,,,15040,18424,171,21056,,
Harris HBR,5888961624597754281f93f3,2,1,,,,35000,35709,12.28,2103,,1682,2061,19,2355,,
DVL-10 M2,5888976c24597754281f93f5,2,1,,,,11000,13340,-7.57,,,2507,3071,28,3510,,
DVL-10,5888988e24597752fe43a6fa,1,1,,,,7443,11892,-23.81,,,1797,,20,2516,,
DVL-10 M2,5888996c24597754281f9419,1,1,,,,6999,11018,1.48,,,1822,2232,21,2551,,
DVL-10 MD,58889c7324597754281f9439,1,1,,,,20999,28776,13.32,,,2097,2569,24,2936,,
Lobaev,58889d0c2459775bc215d981,2,1,,,,70000,57998,4.48,,,1860,,21,2604,,
RIS II 9.5 BLK,588b56d02459771481110ae2,2,1,,,,17444,21464,9.74,,,5856,7174,67,8198,,
MPX,58948c8e86f77409493f7266,1,1,,,,39999,45740,3.69,9453,,7562,,86,10587,,
MPX A2,58949dea86f77409483e16a8,1,1,,,,7000,10023,-7.9,,,361,442,4,505,,
MPX 2x,58949edd86f77409483e16a9,1,1,,,,14999,14999,51.54,,,292,,3,408,,
MPX 1x,58949fac86f77409483e16aa,1,1,,,,9900,0,0,,,280,,3,392,,
MPX,5894a05586f774094708ef75,1,2,,,,9500,9954,-2.1,,,829,,9,1160,,
MPX/MCX,5894a13e86f7742405482982,2,1,,,,19999,18319,-0.92,,,1135,,13,1589,,
MPX 203mm,5894a2c386f77427140b8342,2,1,,,,28999,33777,28.67,,,2629,3221,30,3681,,
MPX GEN1,5894a42086f77426d2590762,2,1,,,,6000,9036,-29.37,,,1724,2112,20,2414,,
MPX,5894a51286f77426d13baf02,1,1,,,,7777,10453,46,,,1309,1604,15,1833,,
MPX GEN1,5894a5b586f77426d2590767,2,1,,,,100000,0,0,,,1403,1719,16,1965,,
MPX FS,5894a73486f77426d259076c,1,1,,,,9800,0,0,300,,240,294,3,336,,
MPX RS,5894a81786f77427140b8347,1,1,,,,8000,0,0,401,,320,392,4,449,,
"MPX 2""",58a56f8d86f774651579314c,1,1,,,,7777,11700,11.55,,,743,,8,1040,,
"MPX 4""",58a5c12e86f7745d585a2b9e,1,1,,,,9999,9863,21.6,,,954,,11,1336,,
MPX/MCX,58ac1bf086f77420ed183f9f,1,1,,,,36800,0,0,,,1303,,15,1824,,
MPXSD 165mm,58aeaaa886f7744fc1560f81,2,1,,,,16000,16171,-52.45,,,2247,2753,26,3146,,
MPX-SD,58aeac1b86f77457c419f475,2,1,,,,15000,15872,6.36,,,8601,10536,98,12041,,
BGV-MK46K FDE,58c157be86f77403c74b2bb6,1,1,,,,3998,6543,-18.22,,,1480,1813,17,2072,,
BGV-MK46K SG,58c157c886f774032749fb06,1,1,,,,4444,7452,-7.35,,,1480,1813,17,2072,,
DPCSM,58d2664f86f7747fec5834f6,1,1,,,,19949,17897,26.46,,,650,,7,910,,
DP,58d268fc86f774111273f8c2,1,1,,,,27884,41211,12.46,9078,,7262,8896,83,10167,,
MOE RBP,58d2912286f7744e27117493,1,1,,,,24444,23970,-12.44,,,1911,,22,2676,,
MOE FDE,58d2946386f774496974c37e,2,1,,,,14400,14700,1.93,,,2653,,30,3714,,
MOE FG,58d2946c86f7744e271174b5,2,1,,,,13000,17916,4.21,,,2598,,30,3638,,
MOE OD,58d2947686f774485c6a1ee5,2,1,,,,10000,12564,-3.03,,,2555,,29,3577,,
MOE SG,58d2947e86f77447aa070d53,2,1,,,,9998,13337,-6.53,,,2688,,31,3763,,
T-1,58d399e486f77442e0016fe7,1,1,,,,28999,26411,1.16,14172,,11337,13888,129,15872,,
AMSH,58d39b0386f77443380bf13c,1,1,,,,10240,16263,6.64,,,881,,10,1233,,
AMM,58d39d3d86f77445bb794ae7,1,1,,,,9600,10330,-10.6,,,980,,11,1372,,
M67,58d3db5386f77426186285a0,1,1,,,,14000,16799,-2.91,4010,,3208,,,,,
M80,58dd3ad986f77403051cba8f,1,1,,,,7000,2573,0.56,89,,71,,,99,,
DVL-10 Urbana,58dffc5d86f77407c744a847,6,2,,,,,0,0,21487,,17189,,195,24065,,25784
MPX Silenced,58dffd4586f77408a27629b2,4,2,,,,,0,0,9453,,7562,,86,10587,,
Woods,5900b89686f7744e704a8747,1,1,,,,10888,14064,-39.13,,,,,,,,
USB-A,5909e99886f7740c983b9984,1,1,,,,5998,8857,-1.2,,1094,694,851,8,972,,
RBattery,590a358486f77429692b2790,1,1,,,,10689,10835,-2.02,8517,10732,6814,8347,,,,
DFuel,590a373286f774287540368b,1,1,,,,26900,31844,0.45,,26570,16870,,,,,
HDD,590a386e86f77429692b27ab,2,1,,,,11999,15467,-23.78,,4719,2996,3670,34,4194,,
Magnet,590a391c86f774385a33c404,1,1,,,,12999,20853,-9.55,,8009,5085,6229,58,7119,,
PCB,590a3b0486f7743954552bdb,1,1,,,,8990,13085,-2.39,,8031,5099,6247,58,7139,,
SPlug,590a3c0a86f774385a33c450,1,1,,,,11000,13752,-15.11,,6923,4395,5384,50,6153,,
ES Lamp,590a3cd386f77436f20848cb,1,1,,,,12000,15826,13.17,,6817,4328,5302,49,6060,,
UV Lamp,590a3d9c86f774385926e510,1,1,,,,9900,9985,1.1,,9799,6221,7621,71,8710,,
GasAn,590a3efd86f77437d351a25b,1,2,,,,13980,15604,-1.72,,13669,8678,10631,99,12150,,
Pliers,590c2b4386f77425357b6123,1,1,,,,9000,14134,1.52,4000,5040,3200,,,,,
MTape,590c2c9c86f774245b1f03f2,1,1,,,,9898,13615,25.82,1884,2374,1507,,,,,
Scdr.,590c2d8786f774245b1f03f3,1,1,,,,9998,11524,-3.01,1750,2205,1400,,,,,
Toolset,590c2e1186f77425357b6124,2,2,,,,34000,32456,1.82,15500,19530,12400,,,,,
Wrench,590c311186f77424d1667482,1,1,,,,5555,11777,1.91,1772,2232,1417,,,,,
Nails,590c31c586f774245e3141b2,1,1,,,,17999,18189,-14.68,2052,2586,1642,,,,,2463
Xeno,590c346786f77423e50ed342,1,3,,,,19999,26969,-0.53,16889,21280,13511,,,,,20266
Shus,590c35a486f774273531c822,1,3,,,,23000,33420,-36.72,17751,22366,14200,,,,,21301
SAS,590c37d286f77443be3d7827,1,1,,,,41000,42733,0.7,,,36800,,418,,,
SSD,590c392f86f77444754deb29,1,1,,,,39000,40450,-3.66,,,32000,,364,,,
Filter,590c595c86f7747884343ad7,2,1,,,,20420,23519,-1.16,5019,6324,4015,4919,,,,
Kite,590c5a7286f7747884343aea,1,2,,,,22000,23438,10.42,7000,8820,5600,6860,,,,
WD-40,590c5bbd86f774785762df04,1,1,,,,6666,7559,-7.69,,4383,2783,,,,,
WD-40,590c5c9f86f77477c91c36e7,1,2,,,,15000,17177,1.77,,10874,6904,,,,,
Iskra,590c5d4b86f774784e1b9c45,1,2,,,,12000,16712,1.39,,4635,2943,,,,,4414
MRE,590c5f0d86f77413997acfab,1,2,,,,11700,14534,-3.7,,2558,1624,,,,,2436
Docs,590c60fc86f77412b13fddcf,1,2,,,,479000,396908,-4.83,,105505,66987,,,,103830,
Flash drive,590c621186f774138d11ea29,1,1,,,,48600,51962,-5.6,,,16060,,183,,,
Manual,590c639286f774151567fa95,1,2,,,,14444,18183,-6.17,,,1560,,18,,,
Diary,590c645c86f77412b01304d9,1,2,,,,25000,29919,0.96,,,23200,,264,,,
SDiary,590c651286f7741e566b6461,1,1,,,,31000,33573,0.52,,,28400,,323,,,
Grizzly,590c657e86f77412b013051d,2,2,,,,39969,38431,-1.25,17521,22076,14016,,,,,21025
Car,590c661e86f7741e566b646a,2,1,,,,11999,12520,-6.99,4620,5821,3696,,,,,5544
IFAK,590c678286f77426c9660122,1,1,,,,15000,18001,-0.14,11882,14971,9505,,,,,14258
Augmentin,590c695186f7741e566b64a2,1,1,,,,18888,20255,-1.32,6881,8670,5505,,,,,8257
Teapot,590de71386f774347051a052,1,2,,,,32000,34160,1.94,,29547,18760,22981,213,,,
Vase,590de7e986f7741b096e5f32,2,2,,,,42999,42999,0.35,,42714,27120,33222,308,,,
Armor repair kit,591094e086f7747caa7bb2ef,3,2,,,,199999,229441,-2.62,,,100000,,1136,140000,,
Weapon repair kit,5910968f86f77425cf569c32,3,2,,,,55999,56738,-1.2,,,40000,,455,56000,,
Cabin,5913611c86f77479e0084092,1,1,,,,9999,12470,-6.73,3303,4162,2642,,,,,
Shestyorka,5913651986f774432f15d132,1,1,,,,8999,12806,-8.76,4100,5166,3280,,,,,
GDesk,59136a4486f774447a1ed172,1,1,,,,9288,10688,6.61,7100,8946,5680,,,,,
Dorm 110,59136e1e86f774432f15d133,1,1,,,,22999,23673,-2.86,18000,22680,14400,,,,,
Car,59136f6f86f774447a1ed173,1,1,,,,6500,9619,4.5,750,945,600,,,,,
Dorm 105,591382d986f774465a6413a7,1,1,,,,4000,9117,-3.48,537,677,430,,,,,
Dorm 104,591383f186f7744a4c5edcf3,1,1,,,,11500,11969,-6.1,9000,11340,7200,,,,,
Gas store,5913877a86f774432f15d444,1,1,,,,9000,12807,-4.66,4450,5607,3560,,,,,
Checkpoint,5913915886f774123603c392,1,1,,,,28500,29837,-1.63,22500,28350,18000,,,,,
Dorm 108,5914578086f774123569ffa4,1,1,,,,6000,5594,-21.54,3011,3794,2409,,,,,
Dorm 204,59148c8a86f774197930e983,1,1,,,,13555,16208,11.29,2858,3601,2286,,,,,
WSafe,59148f8286f7741b951ea113,1,1,,,,7000,8538,-15.56,5500,6930,4400,,,,,
Yotota,591ae8f986f77406f854be45,1,1,,,,6444,9201,-2.72,500,630,400,,,,,
M7A1PDW,591aef7986f774139d495f03,2,1,,,,68000,19406,9.79,,,2207,,25,3090,,
M7A1PDW,591af10186f774139d495f0e,2,1,,,,16777,17254,-1.82,,,2976,,34,4166,,
UVG,591af28e86f77414a27a9e1d,1,1,,,,11111,18038,1.24,,,2611,3198,30,3655,,
ZB-014,591afe0186f77431bd616a11,1,1,,,,13000,13944,-4.73,2317,2919,1853,,,,,
Kobra,591c4e1186f77410354b316e,1,1,,,,20000,20000,273.34,,,40,,,56,,
EKP-8-18,591c4efa86f7741030027726,1,1,,,,14950,14989,-0.58,7000,,5600,6860,64,7840,,
Kobra,591ee00d86f774592f7b841e,1,1,,,,11111,8480,-40.08,,,2120,,24,2969,,
MP5,5926bb2186f7744b1c6c6e60,1,1,,,,20000,30144,-10.94,6066,,4852,,55,6793,,
MP5,5926c0df86f77462f647f764,2,1,,,,18888,9776,-11.09,,,1308,1602,15,1831,,
MP5 CH,5926c32286f774616e42de99,1,1,,,,30000,0,0,,,660,,7,924,,
MP5WT,5926c36d86f77467a92a8629,2,1,,,,18500,16579,88.74,,,1216,1490,14,1702,,
MP5,5926c3b286f774640d189b6b,1,2,,,,7776,14864,-2.91,,,1604,,18,2245,,
MP5 drum,5926d2be86f774134d668e4e,1,1,,,,9999,9999,0,1050,,840,1029,10,1176,,
MP5SD supp.,5926d33d86f77410de68ebc0,2,1,,,,200000,0,0,,,10683,13087,121,14957,,
MP5A2,5926d3c686f77410de68ebc8,2,1,,,,25455,29999,-26.53,,,5031,,57,7044,,
MP5A3,5926d40686f7740f152b6b7e,2,1,,,,29999,25542,-44.44,,,5489,,62,7684,,
MFI HK,5926dad986f7741f82604363,1,1,,,,22222,31548,21.33,,,3042,,35,4259,,
MP5 3Lug,5926e16e86f7742f5a0f7ecb,1,1,,,,21997,21864,-9.06,,,1106,1355,13,1548,,
MP5SD,5926f2e086f7745aae644231,2,1,,,,18999,37720,-20.24,,,3134,3839,36,4388,,
MP5SD HG,5926f34786f77469195bfe92,2,1,,,,28999,31428,-14.4,,,2181,2671,25,3053,,
6sh112 S-S,5929a2a086f7744f4b234d43,4,3,,,,15500,18806,0.96,10711,,8569,10497,97,,13282,12853
Alpha,592c2d1a86f7746dbe2af32a,4,4,,,,53300,46350,2.88,23054,,18443,22593,210,,28587,27665
Machinery,5937ee6486f77408994ba448,1,1,,,,10000,12144,-16.42,1007,1268,805,,,,,
Bunkhouse,5938144586f77473c2087145,1,1,,,,10999,15360,-17.89,1678,2114,1342,,,,,
Dorm 203,5938504186f7740991483f30,1,1,,,,10000,10301,8.87,1785,2249,1428,,,,,
Pump Back,593858c486f774253a24cb52,1,1,,,,5999,6966,4.09,2564,3230,2051,,,,,
Dorm 206,5938603e86f77435642354f4,1,1,,,,6500,8739,-1.54,867,1093,694,,,,,
Dorm 114,59387a4986f77401cc236e62,1,1,,,,21000,42047,-2.02,7000,8820,5600,,,,,
Dorm 103,5938994586f774523a425196,1,1,,,,4444,4884,-18.85,1856,2338,1484,,,,,
Unknown,593962ca86f774068014d9af,1,1,,,,9999,14629,-21.84,802,1010,641,,,,,
Dorm 303,593aa4be86f77457f56379f8,1,1,,,,12500,16142,11.02,3713,4679,2970,,,,,
SKS SOCOM,593d1fa786f7746da62d61ac,2,1,,,,20420,16778,-6.21,,,4787,,54,6702,,
Hexagon AKM,593d489686f7745c6255d58a,2,1,,,,24000,27645,-2.31,,,17085,20929,194,23919,,
